Name;Nationality;Gender;Probable Age;Last Known Location;Passport ID;Crime
Heall Cureton;Thailand;Female;69;Indonesia;131688015;Rape
Bordy Brodest;Indonesia;Female;24;China;825949768;CyberCrime
Gwenny Gillmore;Kazakhstan;Male;35;Lebanon;641117469;Terrorism
Paulo MacRonald;China;Female;50;Indonesia;646033141;Fraud
Bruce Espinola;Papua New Guinea;Female;80;Italy;212785797;Theft
Fenelia Allum;Maldives;Female;44;Cyprus;805430715;Murder
Loni McCarrick;Costa Rica;Female;54;China;359965073;Rape
Darleen Jessopp;Canada;Female;31;Indonesia;599865707;CyberCrime
Jonie Pibworth;Ukraine;Male;68;Russia;482760264;Terrorism
Taddeo Hayesman;Indonesia;Female;19;China;682758652;Fraud
Odilia Spargo;Russia;Male;45;Comoros;276473082;Theft
Christin Flatman;Denmark;Male;38;Poland;366921584;Murder
Rori Dyshart;Finland;Female;56;Indonesia;955926625;Rape
Shellysheldon Feldstein;Mexico;Male;81;Brazil;750909231;CyberCrime
Gregor Emanuelov;Russia;Female;72;Sweden;794934995;Terrorism
Thorstein Startin;China;Female;81;Russia;524068442;Fraud
Juliette Blazeby;Indonesia;Female;37;Colombia;110627158;Theft
Willamina Bromige;Philippines;Female;28;China;468334919;Murder
Owen Mathis;China;Male;46;Ireland;187475925;Rape
Inger Ebbrell;Albania;Male;75;China;682617293;CyberCrime
Mariann Nisuis;China;Male;23;Honduras;804824381;Terrorism
Jourdan Paulley;Malaysia;Female;42;China;222307316;Fraud
Langston Golt;China;Female;65;Brazil;372319513;Theft
Darb Genery;Iraq;Female;34;Kosovo;551291503;Murder
Sara-ann McDougal;China;Male;63;China;118336120;Rape
Dannel Timmes;China;Male;44;Philippines;750935271;CyberCrime
Balduin Downey;China;Male;37;Sweden;883158118;Terrorism
Natala Spriddle;United States;Female;20;Morocco;346460124;Fraud
Madella Vere;Brazil;Male;33;Lithuania;820529148;Theft
Desi Smalles;France;Male;70;South Africa;285117516;Murder
Crosby Wilkin;Brazil;Male;34;Colombia;849344589;Rape
Connie Pegden;Indonesia;Male;30;Bosnia and Herzegovina;334745190;CyberCrime
Durant Rides;China;Male;73;China;445140005;Terrorism
Elsey Bougen;Portugal;Male;27;Vietnam;599156518;Fraud
Ryun Haime;France;Female;21;Afghanistan;994422511;Theft
Lesley Izakson;Brazil;Female;56;Russia;565027779;Murder
Kylen Abramovici;Poland;Male;50;Indonesia;178659594;Rape
Hugo Rown;Czech Republic;Female;73;Dominican Republic;521673585;CyberCrime
Beverie Maxwale;China;Female;49;Indonesia;613000249;Terrorism
Ardis Ratley;Thailand;Female;64;Indonesia;259169768;Fraud
Manuel Lowder;Russia;Female;48;Peru;815255403;Theft
Emmery Aggett;Japan;Male;81;Swaziland;423163187;Murder
Thornie Patrone;Indonesia;Female;36;Peru;252110081;Rape
Alissa Haggart;Thailand;Female;38;New Zealand;424235769;CyberCrime
Kermit Strelitzer;Sweden;Male;20;Japan;450761250;Terrorism
Serene Daws;China;Female;77;Indonesia;525189507;Fraud
Adham Firebrace;Faroe Islands;Male;40;China;171531300;Theft
Pamelina Audus;China;Female;84;Colombia;258260025;Murder
Evangeline Holbie;Indonesia;Male;62;Philippines;424041029;Rape
Camila Goodlatt;Poland;Male;44;France;795229328;CyberCrime
Ree Ketcher;China;Male;46;South Korea;912961501;Terrorism
Aharon Levay;China;Male;47;Indonesia;930629593;Fraud
Barclay Calbrathe;Philippines;Male;35;China;604439864;Theft
Mae Grouer;Russia;Female;56;Yemen;918360514;Murder
Estella Kirkup;Indonesia;Female;76;Sweden;275777259;Rape
Sergio Swiers;Spain;Male;56;Japan;398566307;CyberCrime
Klarika Brunelli;Indonesia;Female;27;China;791627900;Terrorism
Arne Gorthy;China;Female;27;Indonesia;442591354;Fraud
Hayes Dalligan;China;Female;45;Sweden;381679973;Theft
Bathsheba Trewman;China;Male;82;Philippines;675095803;Murder
Rubin Pray;Poland;Female;77;Iran;211037355;Rape
Blakelee Chaffey;Haiti;Female;81;Armenia;522888295;CyberCrime
Brigida Dake;Brazil;Female;31;Nigeria;471361787;Terrorism
Quinlan Biddleston;Philippines;Female;49;Finland;102593588;Fraud
Yard Edwards;Philippines;Female;40;Togo;635231138;Theft
Nanni Goolden;Indonesia;Male;66;Thailand;898880180;Murder
Milton Emby;Argentina;Male;77;China;325618413;Rape
Bron Iacofo;China;Female;58;Brazil;536119767;CyberCrime
Katharyn Bromfield;China;Female;64;China;853415259;Terrorism
Marja Licciardo;Brazil;Male;57;Portugal;479447468;Fraud
Trina Vasyutichev;Bermuda;Male;25;Portugal;715405610;Theft
Corena Kops;Russia;Male;78;Brazil;379122989;Murder
Kati Dolohunty;Poland;Female;36;Portugal;853687143;Rape
Buffy Tourville;China;Male;32;Czech Republic;480766663;CyberCrime
Bonnie Bagwell;Philippines;Female;42;Indonesia;720477397;Terrorism
Jermaine Veschambes;China;Male;25;China;240018739;Fraud
Gweneth Garn;Brazil;Male;33;Czech Republic;160473729;Theft
Rooney Keneford;China;Male;43;China;313288646;Murder
Sharline Bradbeer;China;Female;53;China;157073895;Rape
Agatha Jedrysik;China;Female;26;Syria;607525938;CyberCrime
Bernardo Beaconsall;Japan;Female;67;China;712426698;Terrorism
Helena Lovelady;Czech Republic;Male;43;Brazil;174567208;Fraud
Ahmad MacCague;China;Female;73;Kazakhstan;127966824;Theft
Gavra Fairbank;Peru;Male;38;Brazil;156198285;Murder
Frans Gever;Canada;Female;67;Indonesia;513183861;Rape
Aaron Semaine;Lithuania;Female;27;Poland;473627131;CyberCrime
Thorndike Van de Vlies;China;Male;42;Uzbekistan;404336344;Terrorism
Geri Drohun;Philippines;Male;31;China;664496267;Fraud
Cully Kitchin;China;Female;82;Peru;150853120;Theft
Marylynne Miranda;Sweden;Male;31;China;937514612;Murder
Cahra Donett;Bulgaria;Female;32;China;695824441;Rape
Sara-ann Eck;Russia;Male;39;Russia;838303134;CyberCrime
Hedy Schiell;Philippines;Male;21;Portugal;512448062;Terrorism
Jerrylee Quinevan;Russia;Female;82;Indonesia;493065619;Fraud
Rozamond Hannigan;Tajikistan;Female;74;Argentina;551758554;Theft
Basia Boyet;Indonesia;Female;79;Panama;125373754;Murder
Frederic Simoens;Brazil;Female;20;Colombia;271465038;Rape
Granny Tilne;Canada;Male;18;Canada;383740966;CyberCrime
Clarine Darrel;Philippines;Female;24;Bhutan;863976831;Terrorism
Ransom Pilsworth;Philippines;Male;47;Yemen;371168617;Fraud
Obidiah Balleine;China;Female;81;Sweden;552427640;Theft
Nance Outridge;Georgia;Female;24;Japan;386058861;Murder
Derick Garnar;Egypt;Female;65;Yemen;162525324;Rape
Dottie Sherreard;Portugal;Female;24;United States;347258354;CyberCrime
Ekaterina Everley;Albania;Female;20;Peru;931236096;Terrorism
Orsa Corneljes;China;Male;49;Poland;185588420;Fraud
Lemar Aizlewood;Poland;Female;44;Tanzania;991629634;Theft
Nydia Scrammage;Israel;Female;62;Czech Republic;638632797;Murder
Kaylil Accomb;South Africa;Female;64;United States;110975074;Rape
Colline Brooksby;Russia;Male;23;Philippines;756013387;CyberCrime
Gaylor Heathcott;China;Male;38;Peru;180633275;Terrorism
Korrie La Croce;Guatemala;Male;48;Russia;191269069;Fraud
Cassius Ordelt;Colombia;Female;32;Thailand;657014212;Theft
Adolpho Sutherns;Indonesia;Female;44;Liberia;426219450;Murder
Ninette Tomsu;Mexico;Female;80;Slovenia;899435023;Rape
Irving Fauguel;Tunisia;Female;47;China;555474950;CyberCrime
Jelene Oddie;China;Male;52;Latvia;222688457;Terrorism
Ramsay Rawle;Indonesia;Male;19;China;166811801;Fraud
Stefanie Millar;Argentina;Male;45;Russia;739605377;Theft
Kyla Chisholme;China;Female;29;Slovenia;470479817;Murder
Bern Ayllett;Nepal;Female;30;United States;318416891;Rape
Aloise Dodgshun;Thailand;Male;46;China;971219912;CyberCrime
Luce Janaszkiewicz;Russia;Male;84;Peru;528129015;Terrorism
Hilda Kingdom;Poland;Female;84;Poland;553142731;Fraud
Baxie Adolfson;Equatorial Guinea;Male;63;China;467807324;Theft
Domingo Lourenco;Ireland;Male;61;Vietnam;860961984;Murder
Kriste Raybould;United States;Male;69;Croatia;238813953;Rape
Whitney Waterhous;Canada;Female;22;Philippines;190044644;CyberCrime
Layton Mandel;China;Male;18;Poland;856816836;Terrorism
Morty Beeston;Philippines;Male;39;China;182930224;Fraud
Arnaldo Gridley;Indonesia;Female;24;China;466615080;Theft
Kathryn Kettell;China;Female;49;Thailand;621146693;Murder
Don Zuker;Portugal;Male;29;Indonesia;993549295;Rape
Shanda Storrier;South Africa;Male;43;Russia;616640891;CyberCrime
Gabriel Yurenin;Poland;Female;36;Japan;376133732;Terrorism
Talbot Abelwhite;Cuba;Male;57;Russia;741836665;Fraud
Padriac Huntress;Philippines;Male;47;Philippines;757104894;Theft
Genni Wilacot;Czech Republic;Female;40;Philippines;961258692;Murder
Cora Ratcliffe;China;Female;41;Kenya;900960432;Rape
Lisha Kinnard;China;Female;69;China;797975184;CyberCrime
Merrilee Hamsley;Costa Rica;Female;34;Portugal;836877271;Terrorism
Moshe Bann;Uruguay;Female;27;Indonesia;942479228;Fraud
Tanhya Larkcum;Sweden;Female;53;China;402662471;Theft
Rosalia Balm;Honduras;Female;49;Mexico;281756853;Murder
Carmita Jedrzejczyk;China;Female;85;Portugal;751573480;Rape
Emmi Dace;Indonesia;Male;47;China;706292533;CyberCrime
Nikolia Gascoyen;France;Female;85;Brazil;802656316;Terrorism
Alvie Witard;Sweden;Female;80;Chile;311909702;Fraud
Waylon Hessenthaler;China;Female;65;France;244630621;Theft
Cherin Frazier;Venezuela;Male;84;China;378614210;Murder
Izak Wheatman;Indonesia;Male;58;China;480722910;Rape
Ingra Allder;Brazil;Female;31;China;116575833;CyberCrime
Karly D'Ambrogio;Honduras;Male;34;France;724662967;Terrorism
Shandee Atwill;Mexico;Female;19;Ivory Coast;395163702;Fraud
Felicle Phettis;Indonesia;Female;40;Afghanistan;936143716;Theft
Hendrika Wiltshaw;China;Male;29;Germany;235214386;Murder
Venus Merrikin;Portugal;Male;27;Ecuador;434622416;Rape
Ingrid Batrop;Brazil;Male;31;Ghana;562963141;CyberCrime
Fleming Daviddi;Italy;Female;75;Panama;969612180;Terrorism
Burtie Riguard;Indonesia;Female;28;Russia;400672720;Fraud
Flossi Mackieson;Ukraine;Female;35;Macedonia;791453919;Theft
Anabel Cantillon;Indonesia;Female;42;Haiti;754275284;Murder
Bone Domino;Maldives;Female;84;El Salvador;889025572;Rape
Clovis Thornhill;Indonesia;Male;66;Portugal;804542835;CyberCrime
Pru Snelman;United States;Female;22;Philippines;448134146;Terrorism
Simmonds Berceros;Philippines;Male;36;Mexico;396437743;Fraud
Even Breakspear;China;Female;22;Nigeria;822227214;Theft
Stanislaus Cescotti;Colombia;Female;22;Sweden;843034434;Murder
Kerry Fyall;Ethiopia;Female;26;Philippines;502158011;Rape
Eb Fardell;Bolivia;Male;60;United States;833883803;CyberCrime
Kingsly Matthiesen;Indonesia;Female;41;China;250211342;Terrorism
Maria Brasier;Mexico;Female;29;Japan;614967836;Fraud
Mike Morgans;Indonesia;Male;23;Brazil;905401726;Theft
Cinnamon Wards;Bulgaria;Female;83;Madagascar;335609313;Murder
Clerissa Plackstone;Australia;Female;76;Poland;841828801;Rape
Johann Baumert;China;Male;77;Czech Republic;495937270;CyberCrime
Yoko Hunston;Japan;Male;82;China;406537371;Terrorism
Petrina Kirkbright;China;Male;48;China;886212989;Fraud
Jackelyn Luciani;France;Male;29;Serbia;399703397;Theft
Gran Aartsen;South Africa;Female;84;Ukraine;257200802;Murder
Erhard Mounsey;Thailand;Female;42;China;114001149;Rape
Janka Fetherston;Philippines;Female;75;Palau;106051853;CyberCrime
Cathyleen Meneghelli;Indonesia;Female;35;France;368953539;Terrorism
Davey Rizziello;Portugal;Male;28;Ethiopia;320456550;Fraud
Melisenda Gircke;Portugal;Female;27;France;282871206;Theft
Olva Arangy;China;Male;61;Yemen;115972698;Murder
Baudoin Bucknall;Norway;Female;45;Azerbaijan;656767798;Rape
Krystal Swinfen;China;Female;57;United States;936376792;CyberCrime
Alphonse Shoutt;Nigeria;Female;71;China;617798638;Terrorism
Edgardo Fivey;Philippines;Female;19;France;298600210;Fraud
Jozef Trusler;Indonesia;Female;32;Philippines;974311774;Theft
Mersey Behne;France;Male;65;Argentina;276556040;Murder
Gerhardine Guilloud;Thailand;Female;35;Portugal;737753067;Rape
Iolande Ianinotti;Uruguay;Male;43;Indonesia;274535560;CyberCrime
Mickey Cowie;Indonesia;Male;18;Peru;326239581;Terrorism
Karon Craigs;Honduras;Male;68;France;188753515;Fraud
Rollo Fidler;Philippines;Female;42;Thailand;782232427;Theft
Diane Blackborow;Canada;Male;58;Norway;496878297;Murder
Percival Rottcher;Indonesia;Female;47;Indonesia;810277268;Rape
Donal Glyde;China;Female;81;North Korea;783683034;CyberCrime
Ros Ashingden;Iran;Male;44;Chad;978624341;Terrorism
Denis Kingsnoad;Czech Republic;Male;46;Philippines;915234730;Fraud
Cyrill Dhennin;Russia;Female;69;China;229922159;Theft
Annecorinne Bosson;Russia;Male;42;China;415665862;Murder
Jaimie Beardsall;Russia;Male;63;Thailand;634479707;Rape
Gladys Giroldi;Saudi Arabia;Female;83;China;500344773;CyberCrime
Abbye O'Loinn;China;Male;65;New Zealand;376055768;Terrorism
Ly Stolte;Philippines;Female;64;Bosnia and Herzegovina;735625529;Fraud
Bing Moseley;Mexico;Female;75;Indonesia;154727368;Theft
Diena Thow;Yemen;Female;74;Portugal;697835977;Murder
Lane Corrison;Ukraine;Female;72;China;688581751;Rape
Marna Filpi;Indonesia;Female;60;United States;765400701;CyberCrime
Almeda Launchbury;China;Male;59;China;701879274;Terrorism
Rafaello Woolmington;Sweden;Female;21;Brazil;770960729;Fraud
Amandi Utteridge;Brazil;Female;22;New Caledonia;195389957;Theft
Silvana Ebbles;Yemen;Female;30;Austria;708306734;Murder
Shayne Farfalameev;Mongolia;Male;33;Russia;406147544;Rape
Johnathon Lambertazzi;Canada;Male;57;Sweden;504799893;CyberCrime
Sheryl Uzzell;China;Male;72;Indonesia;869114796;Terrorism
Konstance Jean;Indonesia;Female;53;Philippines;403547807;Fraud
Octavia Janny;Denmark;Female;85;China;779467042;Theft
Willdon Latore;Poland;Female;25;Sweden;622564578;Murder
Deirdre Schutt;China;Female;84;Poland;835737519;Rape
Leupold O'Duggan;Indonesia;Female;76;China;965271923;CyberCrime
Farrah Geerits;China;Female;66;China;252161119;Terrorism
Micaela Stodhart;Canada;Male;66;Brazil;342185617;Fraud
Deborah Wainscot;China;Female;32;Yemen;518281850;Theft
Gillian Batcock;China;Male;44;Norway;567525654;Murder
Quinlan Extance;China;Female;41;United States;231170219;Rape
Kary Greenroyd;Mexico;Female;19;Japan;984847787;CyberCrime
Jenda O'Crigane;Indonesia;Male;85;Afghanistan;747292978;Terrorism
Gerianna Farrance;Russia;Female;50;Brazil;299457034;Fraud
Aldridge Duhig;Poland;Male;76;China;412831197;Theft
Glynn Twopenny;Vietnam;Female;51;Poland;478870929;Murder
Katalin Beagin;Russia;Male;58;France;373595563;Rape
Marja Widdison;Ivory Coast;Female;39;Brazil;900730949;CyberCrime
Kaitlin Spriggs;United States;Female;20;Indonesia;423353290;Terrorism
Eve Blakey;Philippines;Male;31;Portugal;582393374;Fraud
Margie Dodman;China;Female;82;Philippines;500621437;Theft
Fidole Sweatland;Russia;Female;37;China;206185644;Murder
Bonnee Verny;Colombia;Female;83;Ukraine;170204258;Rape
Tasia Benkin;Namibia;Female;39;France;646674282;CyberCrime
Rea Ambrosetti;Nepal;Female;41;Honduras;348947020;Terrorism
Gweneth Henric;China;Female;37;Nigeria;841166917;Fraud
Glenine Temperley;Tanzania;Female;31;Portugal;754981379;Theft
Eleonora Bowmaker;China;Female;31;Indonesia;377300025;Murder
Bekki Pendrich;Ethiopia;Female;53;Brazil;778212479;Rape
Valery Dinneen;Indonesia;Female;40;Indonesia;834439396;CyberCrime
Brendon Vardey;Jordan;Male;64;China;819900504;Terrorism
Chickie Cradduck;Indonesia;Female;54;China;273154235;Fraud
Leese Lefeuvre;China;Female;71;Kenya;168792866;Theft
Field Ridgewell;Philippines;Female;53;Syria;107811993;Murder
Austin Smitton;Ecuador;Female;24;Poland;118390936;Rape
Tatum Cogar;Philippines;Female;53;Philippines;945837306;CyberCrime
Caron Sutcliff;Philippines;Female;62;Poland;455917657;Terrorism
Natalya Didball;Peru;Male;76;Finland;665360242;Fraud
Morna Roussel;Luxembourg;Male;33;Mexico;279803410;Theft
Gertruda Sedgman;Tunisia;Female;30;Bulgaria;416946810;Murder
Chalmers Hofner;Indonesia;Female;21;Kenya;967571806;Rape
Viviene Jacobovitch;Russia;Female;32;Greece;527816206;CyberCrime
Hurley Favelle;Brazil;Female;43;Philippines;813372596;Terrorism
Marillin Gouley;China;Female;44;Palestinian Territory;751781198;Fraud
Dewain Marquet;China;Male;42;China;524838459;Theft
Alessandro Ricciardelli;Thailand;Female;74;China;182583864;Murder
Rozanne Sillars;Indonesia;Male;66;Brazil;893721517;Rape
Kanya McIlwrath;China;Male;30;Canada;911683785;CyberCrime
Carmine Poxton;Tajikistan;Female;27;Indonesia;510062578;Terrorism
Olivier Raselles;Indonesia;Male;51;Mexico;238387819;Fraud
Shelley Kitchener;China;Female;40;Indonesia;819356395;Theft
Theda Blowin;Nigeria;Male;42;Indonesia;655219587;Murder
Beitris Bricknall;Afghanistan;Female;49;Madagascar;556298041;Rape
Meredith Matzeitis;Canada;Female;40;Colombia;887132037;CyberCrime
Dredi Culleford;Honduras;Female;61;Russia;259313573;Terrorism
Ambrose Rout;Finland;Female;36;China;945971336;Fraud
Heall Dukelow;United States;Female;56;Madagascar;342026087;Theft
Jason Corteis;Russia;Female;70;United States;355288486;Murder
Evvy Zarfat;Peru;Female;44;Indonesia;208617451;Rape
Janeczka Kinnerley;China;Male;51;Portugal;982571441;CyberCrime
Noellyn Norsister;Indonesia;Male;39;China;770529451;Terrorism
Hebert Routham;China;Female;62;China;365403283;Fraud
Candida McQueen;China;Female;76;Philippines;762137611;Theft
Kermit Joisce;Philippines;Male;73;Uzbekistan;349446881;Murder
Oralia Passion;Albania;Female;31;Iceland;440568837;Rape
Leila Greendale;Portugal;Male;53;Saint Vincent and the Grenadines;729077402;CyberCrime
Kennett Jinkinson;Germany;Female;48;Greece;349732504;Terrorism
Lynsey Dellenbach;China;Male;34;China;569973539;Fraud
Neile Klimschak;Iran;Female;34;China;293453443;Theft
Oralla Bronger;China;Female;62;Philippines;471919155;Murder
Velvet Croyser;Poland;Male;21;Argentina;719895749;Rape
Ambros Perroni;Indonesia;Female;38;Czech Republic;719187491;CyberCrime
Rey Paulou;France;Male;33;China;218437906;Terrorism
Elysia Serrier;Indonesia;Male;76;Guatemala;692717479;Fraud
Enrichetta Sivyer;France;Male;75;Nigeria;905084107;Theft
Gael Beste;France;Female;41;Russia;963590816;Murder
Sherline Knowlson;Greece;Female;58;France;245114434;Rape
Siegfried Jenking;Sierra Leone;Female;47;Ukraine;847848439;CyberCrime
Shelagh Semorad;China;Female;65;Russia;673863650;Terrorism
Tiler Sitford;China;Female;45;Hungary;511256452;Fraud
Dorisa Bremley;Morocco;Male;66;China;912736542;Theft
Dalis Segrott;Peru;Female;20;Philippines;387920510;Murder
Erich Barsam;Philippines;Male;59;Indonesia;644461107;Rape
Olly Shutt;China;Female;81;Argentina;670985761;CyberCrime
Kip Heinritz;Kazakhstan;Male;63;China;883512652;Terrorism
Clint Skrines;Canada;Female;59;Indonesia;796470120;Fraud
Augustus Padgett;Indonesia;Female;82;Philippines;334113164;Theft
Joelie McVanamy;Indonesia;Male;69;China;292801274;Murder
Ruby McAlpine;Ireland;Female;51;United States;899607268;Rape
Penrod Overbury;China;Female;77;Ireland;540572344;CyberCrime
Gracie Morgans;Greece;Male;85;Yemen;853588577;Terrorism
Van Dellenbroker;China;Female;76;Burkina Faso;221711962;Fraud
Emera Tett;France;Male;75;Niger;122699610;Theft
Morten Edinburough;Philippines;Female;81;Argentina;504122294;Murder
Darcie McOrkil;Indonesia;Male;34;Indonesia;690996033;Rape
Delano Churchin;Czech Republic;Male;79;Finland;286035241;CyberCrime
Winnah Book;Yemen;Male;72;Sweden;185372971;Terrorism
Gloriane Jordine;Costa Rica;Female;79;China;128210218;Fraud
Timmie Fumagall;Ivory Coast;Male;34;China;177908988;Theft
Sisile Southworth;Egypt;Female;37;Cuba;501747558;Murder
Frederico Rockingham;Czech Republic;Male;18;Poland;585462784;Rape
Rochella Walthew;New Zealand;Male;53;China;540085250;CyberCrime
Constantina Nudds;Poland;Female;38;Brazil;665889284;Terrorism
Ulick Scourge;Colombia;Female;28;Poland;307426681;Fraud
Rhianna Sitch;Brazil;Female;69;China;360807513;Theft
Khalil Venard;Serbia;Male;18;China;872671684;Murder
Hedwiga Gutman;Vietnam;Male;80;France;912059257;Rape
